image_id,fname,sample_1,sample_2,sample_3,sample_4,sample_5
567825,000000567825.jpg,hamburger and a glass of red wine on a table,meat sandwich sitting on top of a cutting board next to a glass of wine,a meat and cheese sandwich with a drink,a sandwich sitting on top of a cutting board near a wine glass,a hamburger on bread next to red wine
567886,000000567886.jpg,the legs and feet of a person laying on a bed next to shoes,a person laying on the floor with their feet up near a stuffed animal,the bottom half of a person wearing sandals and holding an infant bear,the foot of a person who is laying on the floor next to a teddy bear,a stuffed animal and sandals sitting on the floor
567898,000000567898.jpg,three different tins that have food inside of them,three tins with food inside and green mat on the ground,a bunch of tin containers that have some food in them,three different foods in tins with some meat and pudding,three food bowls with different foods in them on top of a green mat
568147,000000568147.jpg,a black parking meter with colorful thread on the top,a parking meter sitting on the side of a street,there is an interesting pole with a parking meter,a close up of a parking meter near a city street,a black parking meter with a pink cable on the side
568195,000000568195.jpg,three people standing near a table with a cake on it,three people standing in front of a table that is covered with a cake,a group of people are standing around a cake,three people are gathered around a table while cutting the cake,a group of people posing in front of a cake
568213,000000568213.jpg,two men on a field playing frisbee together,a couple of men in the grass with a frisbee,two men playing frisbee in an enclosed field,two men on a grassy field playing frisbee,two young men playing frisbee on a lush green field
568290,000000568290.jpg,"bus driving through town, next to trees and cars",a red bus is traveling down the road,a red bus is traveling down the road in the day time,a passenger bus is driving down a street with cars and people,a red bus going down the street and trees lining the road
568439,000000568439.jpg,two double - decker buses move along a busy street in a town,two double - decker buses are near each other as a man walks in the street,the man is waiting for the bus on the side walk,the city street has people walking by a couple of double - decker buses,a man in suit walking on the sidewalk by two buses
568584,000000568584.jpg,the person sits in the chair under the lamp,a man who is sitting in a chair,the lamp is glowing on the floor next to the couch,a lamp is lit by the floor lamp that hangs over the chair,a woman sitting on a chair in a dark room
568690,000000568690.jpg,cat sitting on the top of a toilet seat looking,the cat is sitting on the rim of the toilet,a small cat sitting on top of the sink in the bathroom,a cat sitting on the edge of a toilet looking at the camera,a cat sitting on a toilet in a blue bathroom
568710,000000568710.jpg,"the floor is made of wooden planks and has a large, fireplace",a living room with a couch and a fireplace,the room is clean and ready for us to use,a living room with a couch and a fireplace,"a small, but tidy living room with a fireplace"
568814,000000568814.jpg,a man wearing a tie looking out a window,a bearded man in tie and grey shirt,a man with long hair in grey shirt and tie,man in dress shirt and tie sitting down,a man with a beard sitting in a room
568981,000000568981.jpg,two people in blue shirts are near a wall,a man is watching two boys on skateboards,three people are sitting and one is standing on skateboards,a couple of men on skateboards doing tricks,a man on a skateboard is holding his board
569030,000000569030.jpg,a fire hydrant in the middle of a city street,an urban area with traffic and people on it,a bench in a city street near a fire hydrant,a woman sitting on a bench in front of a green fire hydrant,there is a person sitting at the crosswalk
569059,000000569059.jpg,"a computer desk with a keyboard, mouse and monitor on it",a computer desk has two monitors and a keyboard,the desktop computer and laptop are on the desk,the computer has three keyboards on the desk,a computer and printer on a desk in front of a wall
